Created as New Dataset,Sample 017 By Administrator Date Tuesday, November 30 2021
cm-1,%T
5469.00,6.69
5468.00,6.63
5467.00,6.57
5466.00,6.51
5465.00,6.46
5464.00,6.41
5463.00,6.36
5462.00,6.31
5461.00,6.27
5460.00,6.23
5459.00,6.20
5458.00,6.17
5457.00,6.14
5456.00,6.11
5455.00,6.09
5454.00,6.06
5453.00,6.04
5452.00,6.02
5451.00,6.01
5450.00,5.99
5449.00,5.99
5448.00,5.98
5447.00,5.99
5446.00,5.99
5445.00,5.99
5444.00,6.00
5443.00,6.01
5442.00,6.02
5441.00,6.03
5440.00,6.05
5439.00,6.06
5438.00,6.08
5437.00,6.10
5436.00,6.12
5435.00,6.15
5434.00,6.18
5433.00,6.21
5432.00,6.24
5431.00,6.28
5430.00,6.31
5429.00,6.35
5428.00,6.38
5427.00,6.42
5426.00,6.46
5425.00,6.51
5424.00,6.56
5423.00,6.61
5422.00,6.66
5421.00,6.71
5420.00,6.75
5419.00,6.80
5418.00,6.85
5417.00,6.91
5416.00,6.97
5415.00,7.02
5414.00,7.08
5413.00,7.14
5412.00,7.20
5411.00,7.27
5410.00,7.33
5409.00,7.39
5408.00,7.46
5407.00,7.52
5406.00,7.59
5405.00,7.65
5404.00,7.72
5403.00,7.79
5402.00,7.86
5401.00,7.93
5400.00,8.00
5399.00,8.07
5398.00,8.14
5397.00,8.22
5396.00,8.30
5395.00,8.39
5394.00,8.47
5393.00,8.55
5392.00,8.63
5391.00,8.71
5390.00,8.79
5389.00,8.87
5388.00,8.95
5387.00,9.03
5386.00,9.12
5385.00,9.20
5384.00,9.28
5383.00,9.37
5382.00,9.46
5381.00,9.55
5380.00,9.64
5379.00,9.73
5378.00,9.82
5377.00,9.91
5376.00,10.01
5375.00,10.11
5374.00,10.20
5373.00,10.30
5372.00,10.40
5371.00,10.50
5370.00,10.60
5369.00,10.70
5368.00,10.80
5367.00,10.90
5366.00,11.00
5365.00,11.11
5364.00,11.21
5363.00,11.32
5362.00,11.43
5361.00,11.54
5360.00,11.65
5359.00,11.76
5358.00,11.87
5357.00,11.99
5356.00,12.10
5355.00,12.21
5354.00,12.33
5353.00,12.44
5352.00,12.56
5351.00,12.69
5350.00,12.82
5349.00,12.95
5348.00,13.07
5347.00,13.19
5346.00,13.31
5345.00,13.43
5344.00,13.55
5343.00,13.68
5342.00,13.81
5341.00,13.93
5340.00,14.05
5339.00,14.17
5338.00,14.30
5337.00,14.43
5336.00,14.56
5335.00,14.68
5334.00,14.80
5333.00,14.91
5332.00,15.02
5331.00,15.13
5330.00,15.24
5329.00,15.35
5328.00,15.47
5327.00,15.58
5326.00,15.69
5325.00,15.80
5324.00,15.90
5323.00,16.00
5322.00,16.08
5321.00,16.16
5320.00,16.23
5319.00,16.30
5318.00,16.36
5317.00,16.42
5316.00,16.47
5315.00,16.51
5314.00,16.55
5313.00,16.57
5312.00,16.58
5311.00,16.57
5310.00,16.56
5309.00,16.54
5308.00,16.51
5307.00,16.48
5306.00,16.43
5305.00,16.37
5304.00,16.29
5303.00,16.20
5302.00,16.09
5301.00,15.98
5300.00,15.85
5299.00,15.72
5298.00,15.58
5297.00,15.42
5296.00,15.24
5295.00,15.06
5294.00,14.88
5293.00,14.68
5292.00,14.48
5291.00,14.27
5290.00,14.06
5289.00,13.85
5288.00,13.63
5287.00,13.40
5286.00,13.17
5285.00,12.94
5284.00,12.71
5283.00,12.48
5282.00,12.25
5281.00,12.02
5280.00,11.79
5279.00,11.57
5278.00,11.34
5277.00,11.11
5276.00,10.89
5275.00,10.66
5274.00,10.44
5273.00,10.23
5272.00,10.02
5271.00,9.82
5270.00,9.61
5269.00,9.42
5268.00,9.23
5267.00,9.05
5266.00,8.88
5265.00,8.71
5264.00,8.54
5263.00,8.38
5262.00,8.21
5261.00,8.06
5260.00,7.91
5259.00,7.76
5258.00,7.62
5257.00,7.49
5256.00,7.36
5255.00,7.24
5254.00,7.12
5253.00,7.00
5252.00,6.89
5251.00,6.78
5250.00,6.68
5249.00,6.58
5248.00,6.48
5247.00,6.39
5246.00,6.30
5245.00,6.22
5244.00,6.14
5243.00,6.06
5242.00,5.99
5241.00,5.92
5240.00,5.86
5239.00,5.80
5238.00,5.74
5237.00,5.68
5236.00,5.63
5235.00,5.58
5234.00,5.54
5233.00,5.49
5232.00,5.45
5231.00,5.42
5230.00,5.38
5229.00,5.35
5228.00,5.32
5227.00,5.30
5226.00,5.27
5225.00,5.25
5224.00,5.23
5223.00,5.22
5222.00,5.20
5221.00,5.19
5220.00,5.19
5219.00,5.18
5218.00,5.18
5217.00,5.18
5216.00,5.18
5215.00,5.18
5214.00,5.19
5213.00,5.20
5212.00,5.21
5211.00,5.23
5210.00,5.25
5209.00,5.28
5208.00,5.30
5207.00,5.32
5206.00,5.34
5205.00,5.36
5204.00,5.38
5203.00,5.41
5202.00,5.44
5201.00,5.48
5200.00,5.52
5199.00,5.56
5198.00,5.60
5197.00,5.64
5196.00,5.68
5195.00,5.72
5194.00,5.77
5193.00,5.82
5192.00,5.87
5191.00,5.92
5190.00,5.98
5189.00,6.03
5188.00,6.09
5187.00,6.15
5186.00,6.21
5185.00,6.27
5184.00,6.33
5183.00,6.39
5182.00,6.45
5181.00,6.52
5180.00,6.59
5179.00,6.65
5178.00,6.72
5177.00,6.79
5176.00,6.86
5175.00,6.93
5174.00,7.00
5173.00,7.08
5172.00,7.15
5171.00,7.23
5170.00,7.31
5169.00,7.39
5168.00,7.47
5167.00,7.55
5166.00,7.63
5165.00,7.71
5164.00,7.79
5163.00,7.87
5162.00,7.96
5161.00,8.04
5160.00,8.13
5159.00,8.22
5158.00,8.30
5157.00,8.39
5156.00,8.48
5155.00,8.58
5154.00,8.67
5153.00,8.76
5152.00,8.85
5151.00,8.95
5150.00,9.04
5149.00,9.13
5148.00,9.23
5147.00,9.32
5146.00,9.42
5145.00,9.52
5144.00,9.62
5143.00,9.73
5142.00,9.83
5141.00,9.94
5140.00,10.04
5139.00,10.15
5138.00,10.26
5137.00,10.36
5136.00,10.47
5135.00,10.57
5134.00,10.68
5133.00,10.79
5132.00,10.91
5131.00,11.02
5130.00,11.13
5129.00,11.24
5128.00,11.36
5127.00,11.48
5126.00,11.60
5125.00,11.72
5124.00,11.84
5123.00,11.96
5122.00,12.08
5121.00,12.21
5120.00,12.33
5119.00,12.46
5118.00,12.59
5117.00,12.72
5116.00,12.84
5115.00,12.97
5114.00,13.10
5113.00,13.23
5112.00,13.36
5111.00,13.49
5110.00,13.63
5109.00,13.76
5108.00,13.89
5107.00,14.03
5106.00,14.16
5105.00,14.29
5104.00,14.42
5103.00,14.55
5102.00,14.68
5101.00,14.81
5100.00,14.94
5099.00,15.07
5098.00,15.20
5097.00,15.32
5096.00,15.44
5095.00,15.56
5094.00,15.67
5093.00,15.77
5092.00,15.88
5091.00,15.98
5090.00,16.08
5089.00,16.16
5088.00,16.25
5087.00,16.32
5086.00,16.39
5085.00,16.44
5084.00,16.49
5083.00,16.53
5082.00,16.56
5081.00,16.58
5080.00,16.58
5079.00,16.58
5078.00,16.56
5077.00,16.53
5076.00,16.49
5075.00,16.44
5074.00,16.37
5073.00,16.28
5072.00,16.19
5071.00,16.08
5070.00,15.95
5069.00,15.82
5068.00,15.67
5067.00,15.51
5066.00,15.34
5065.00,15.16
5064.00,14.97
5063.00,14.77
5062.00,14.55
5061.00,14.33
5060.00,14.10
5059.00,13.87
5058.00,13.63
5057.00,13.39
5056.00,13.15
5055.00,12.90
5054.00,12.65
5053.00,12.40
5052.00,12.15
5051.00,11.90
5050.00,11.65
5049.00,11.41
5048.00,11.16
5047.00,10.92
5046.00,10.68
5045.00,10.45
5044.00,10.21
5043.00,9.99
5042.00,9.76
5041.00,9.54
5040.00,9.33
5039.00,9.12
5038.00,8.92
5037.00,8.72
5036.00,8.53
5035.00,8.34
5034.00,8.16
5033.00,7.99
5032.00,7.81
5031.00,7.65
5030.00,7.49
5029.00,7.34
5028.00,7.19
5027.00,7.05
5026.00,6.91
5025.00,6.78
5024.00,6.65
5023.00,6.53
5022.00,6.41
5021.00,6.30
5020.00,6.19
5019.00,6.09
5018.00,5.99
5017.00,5.90
5016.00,5.80
5015.00,5.72
5014.00,5.64
5013.00,5.56
5012.00,5.48
5011.00,5.41
5010.00,5.34
5009.00,5.27
5008.00,5.21
5007.00,5.15
5006.00,5.09
5005.00,5.04
5004.00,4.99
5003.00,4.94
5002.00,4.90
5001.00,4.86
5000.00,4.82
4999.00,4.79
4998.00,4.75
4997.00,4.72
4996.00,4.70
4995.00,4.67
4994.00,4.65
4993.00,4.63
4992.00,4.61
4991.00,4.59
4990.00,4.58
4989.00,4.57
4988.00,4.56
4987.00,4.55
4986.00,4.55
4985.00,4.54
4984.00,4.54
4983.00,4.55
4982.00,4.55
4981.00,4.56
4980.00,4.57
4979.00,4.59
4978.00,4.60
4977.00,4.62
4976.00,4.63
4975.00,4.65
4974.00,4.67
4973.00,4.70
4972.00,4.72
4971.00,4.75
4970.00,4.79
4969.00,4.82
4968.00,4.85
4967.00,4.89
4966.00,4.92
4965.00,4.96
4964.00,5.00
4963.00,5.05
4962.00,5.10
4961.00,5.15
4960.00,5.20
4959.00,5.25
4958.00,5.30
4957.00,5.35
4956.00,5.41
4955.00,5.47
4954.00,5.53
4953.00,5.59
4952.00,5.65
4951.00,5.71
4950.00,5.78
4949.00,5.84
4948.00,5.91
4947.00,5.98
4946.00,6.05
4945.00,6.12
4944.00,6.19
4943.00,6.27
4942.00,6.34
4941.00,6.42
4940.00,6.49
4939.00,6.57
4938.00,6.64
4937.00,6.72
4936.00,6.80
4935.00,6.87
4934.00,6.96
4933.00,7.04
4932.00,7.13
4931.00,7.22
4930.00,7.30
4929.00,7.38
4928.00,7.47
4927.00,7.55
4926.00,7.64
4925.00,7.72
4924.00,7.81
4923.00,7.91
4922.00,8.00
4921.00,8.09
4920.00,8.18
4919.00,8.28
4918.00,8.37
4917.00,8.46
4916.00,8.56
4915.00,8.66
4914.00,8.76
4913.00,8.85
4912.00,8.95
4911.00,9.05
4910.00,9.15
4909.00,9.26
4908.00,9.36
4907.00,9.46
4906.00,9.56
4905.00,9.67
4904.00,9.78
4903.00,9.89
4902.00,10.00
4901.00,10.11
4900.00,10.22
4899.00,10.34
4898.00,10.45
4897.00,10.57
4896.00,10.68
4895.00,10.80
4894.00,10.92
4893.00,11.04
4892.00,11.16
4891.00,11.28
4890.00,11.40
4889.00,11.53
4888.00,11.65
4887.00,11.78
4886.00,11.91
4885.00,12.04
4884.00,12.18
4883.00,12.31
4882.00,12.44
4881.00,12.58
4880.00,12.71
4879.00,12.85
4878.00,12.98
4877.00,13.12
4876.00,13.26
4875.00,13.40
4874.00,13.54
4873.00,13.68
4872.00,13.83
4871.00,13.97
4870.00,14.11
4869.00,14.25
4868.00,14.39
4867.00,14.52
4866.00,14.65
4865.00,14.78
4864.00,14.91
4863.00,15.03
4862.00,15.15
4861.00,15.27
4860.00,15.38
4859.00,15.48
4858.00,15.58
4857.00,15.67
4856.00,15.76
4855.00,15.83
4854.00,15.90
4853.00,15.95
4852.00,16.00
4851.00,16.03
4850.00,16.05
4849.00,16.05
4848.00,16.04
4847.00,16.02
4846.00,15.98
4845.00,15.92
4844.00,15.85
4843.00,15.77
4842.00,15.67
4841.00,15.55
4840.00,15.42
4839.00,15.28
4838.00,15.12
4837.00,14.95
4836.00,14.76
4835.00,14.57
4834.00,14.36
4833.00,14.14
4832.00,13.91
4831.00,13.68
4830.00,13.43
4829.00,13.18
4828.00,12.93
4827.00,12.67
4826.00,12.41
4825.00,12.15
4824.00,11.88
4823.00,11.62
4822.00,11.36
4821.00,11.09
4820.00,10.83
4819.00,10.58
4818.00,10.32
4817.00,10.07
4816.00,9.83
4815.00,9.59
4814.00,9.35
4813.00,9.12
4812.00,8.90
4811.00,8.68
4810.00,8.47
4809.00,8.26
4808.00,8.06
4807.00,7.87
4806.00,7.67
4805.00,7.49
4804.00,7.31
4803.00,7.14
4802.00,6.98
4801.00,6.83
4800.00,6.67
4799.00,6.53
4798.00,6.39
4797.00,6.25
4796.00,6.12
4795.00,5.99
4794.00,5.87
4793.00,5.75
4792.00,5.64
4791.00,5.54
4790.00,5.44
4789.00,5.35
4788.00,5.26
4787.00,5.17
4786.00,5.08
4785.00,5.00
4784.00,4.92
4783.00,4.85
4782.00,4.78
4781.00,4.71
4780.00,4.65
4779.00,4.59
4778.00,4.53
4777.00,4.48
4776.00,4.42
4775.00,4.37
4774.00,4.33
4773.00,4.29
4772.00,4.25
4771.00,4.21
4770.00,4.18
4769.00,4.15
4768.00,4.11
4767.00,4.09
4766.00,4.06
4765.00,4.04
4764.00,4.01
4763.00,3.99
4762.00,3.97
4761.00,3.96
4760.00,3.94
4759.00,3.93
4758.00,3.92
4757.00,3.92
4756.00,3.91
4755.00,3.91
4754.00,3.91
4753.00,3.90
4752.00,3.90
4751.00,3.91
4750.00,3.91
4749.00,3.92
4748.00,3.93
4747.00,3.95
4746.00,3.96
4745.00,3.98
4744.00,4.00
4743.00,4.02
4742.00,4.04
4741.00,4.06
4740.00,4.09
4739.00,4.12
4738.00,4.15
4737.00,4.18
4736.00,4.22
4735.00,4.25
4734.00,4.29
4733.00,4.32
4732.00,4.37
4731.00,4.41
4730.00,4.46
4729.00,4.51
4728.00,4.57
4727.00,4.62
4726.00,4.67
4725.00,4.72
4724.00,4.78
4723.00,4.84
4722.00,4.90
4721.00,4.96
4720.00,5.03
4719.00,5.09
4718.00,5.16
4717.00,5.23
4716.00,5.30
4715.00,5.37
4714.00,5.44
4713.00,5.52
4712.00,5.59
4711.00,5.67
4710.00,5.75
4709.00,5.83
4708.00,5.91
4707.00,5.99
4706.00,6.06
4705.00,6.14
4704.00,6.23
4703.00,6.31
4702.00,6.40
4701.00,6.48
4700.00,6.57
4699.00,6.65
4698.00,6.74
4697.00,6.83
4696.00,6.92
4695.00,7.00
4694.00,7.09
4693.00,7.18
4692.00,7.27
4691.00,7.35
4690.00,7.44
4689.00,7.53
4688.00,7.61
4687.00,7.70
4686.00,7.79
4685.00,7.88
4684.00,7.97
4683.00,8.06
4682.00,8.15
4681.00,8.24
4680.00,8.33
4679.00,8.43
4678.00,8.52
4677.00,8.62
4676.00,8.73
4675.00,8.83
4674.00,8.93
4673.00,9.04
4672.00,9.14
4671.00,9.25
4670.00,9.36
4669.00,9.47
4668.00,9.59
4667.00,9.70
4666.00,9.82
4665.00,9.94
4664.00,10.07
4663.00,10.20
4662.00,10.32
4661.00,10.45
4660.00,10.58
4659.00,10.71
4658.00,10.84
4657.00,10.98
4656.00,11.12
4655.00,11.26
4654.00,11.41
4653.00,11.55
4652.00,11.70
4651.00,11.85
4650.00,12.00
4649.00,12.15
4648.00,12.30
4647.00,12.45
4646.00,12.60
4645.00,12.75
4644.00,12.90
4643.00,13.06
4642.00,13.21
4641.00,13.36
4640.00,13.52
4639.00,13.67
4638.00,13.83
4637.00,13.98
4636.00,14.13
4635.00,14.27
4634.00,14.42
4633.00,14.56
4632.00,14.69
4631.00,14.82
4630.00,14.95
4629.00,15.07
4628.00,15.18
4627.00,15.28
4626.00,15.38
4625.00,15.46
4624.00,15.54
4623.00,15.60
4622.00,15.65
4621.00,15.69
4620.00,15.71
4619.00,15.72
4618.00,15.71
4617.00,15.69
4616.00,15.66
4615.00,15.61
4614.00,15.54
4613.00,15.45
4612.00,15.35
4611.00,15.23
4610.00,15.09
4609.00,14.93
4608.00,14.77
4607.00,14.59
4606.00,14.39
4605.00,14.18
4604.00,13.96
4603.00,13.73
4602.00,13.49
4601.00,13.23
4600.00,12.98
4599.00,12.71
4598.00,12.44
4597.00,12.17
4596.00,11.90
4595.00,11.62
4594.00,11.34
4593.00,11.06
4592.00,10.78
4591.00,10.51
4590.00,10.24
4589.00,9.97
4588.00,9.71
4587.00,9.45
4586.00,9.20
4585.00,8.95
4584.00,8.71
4583.00,8.47
4582.00,8.24
4581.00,8.01
4580.00,7.80
4579.00,7.59
4578.00,7.39
4577.00,7.20
4576.00,7.01
4575.00,6.83
4574.00,6.65
4573.00,6.49
4572.00,6.32
4571.00,6.17
4570.00,6.02
4569.00,5.87
4568.00,5.73
4567.00,5.60
4566.00,5.47
4565.00,5.35
4564.00,5.23
4563.00,5.12
4562.00,5.01
4561.00,4.91
4560.00,4.81
4559.00,4.72
4558.00,4.63
4557.00,4.55
4556.00,4.47
4555.00,4.39
4554.00,4.32
4553.00,4.25
4552.00,4.18
4551.00,4.12
4550.00,4.06
4549.00,4.00
4548.00,3.95
4547.00,3.89
4546.00,3.84
4545.00,3.80
4544.00,3.75
4543.00,3.71
4542.00,3.67
4541.00,3.63
4540.00,3.60
4539.00,3.57
4538.00,3.53
4537.00,3.51
4536.00,3.48
4535.00,3.46
4534.00,3.43
4533.00,3.41
4532.00,3.39
4531.00,3.38
4530.00,3.36
4529.00,3.35
4528.00,3.34
4527.00,3.33
4526.00,3.32
4525.00,3.31
4524.00,3.31
4523.00,3.30
4522.00,3.30
4521.00,3.30
4520.00,3.30
4519.00,3.31
4518.00,3.31
4517.00,3.32
4516.00,3.33
4515.00,3.34
4514.00,3.35
4513.00,3.36
4512.00,3.38
4511.00,3.40
4510.00,3.42
4509.00,3.44
4508.00,3.46
4507.00,3.49
4506.00,3.52
4505.00,3.54
4504.00,3.57
4503.00,3.61
4502.00,3.64
4501.00,3.68
4500.00,3.72
4499.00,3.77
4498.00,3.81
4497.00,3.86
4496.00,3.91
4495.00,3.96
4494.00,4.01
4493.00,4.06
4492.00,4.12
4491.00,4.17
4490.00,4.24
4489.00,4.30
4488.00,4.36
4487.00,4.43
4486.00,4.49
4485.00,4.56
4484.00,4.63
4483.00,4.70
4482.00,4.77
4481.00,4.85
4480.00,4.92
4479.00,5.00
4478.00,5.08
4477.00,5.16
4476.00,5.24
4475.00,5.32
4474.00,5.40
4473.00,5.48
4472.00,5.57
4471.00,5.65
4470.00,5.73
4469.00,5.82
4468.00,5.91
4467.00,5.99
4466.00,6.08
4465.00,6.17
4464.00,6.26
4463.00,6.35
4462.00,6.44
4461.00,6.53
4460.00,6.63
4459.00,6.72
4458.00,6.81
4457.00,6.91
4456.00,7.00
4455.00,7.10
4454.00,7.20
4453.00,7.29
4452.00,7.39
4451.00,7.49
4450.00,7.59
4449.00,7.69
4448.00,7.79
4447.00,7.90
4446.00,8.00
4445.00,8.11
4444.00,8.21
4443.00,8.32
4442.00,8.43
4441.00,8.54
4440.00,8.65
4439.00,8.76
4438.00,8.87
4437.00,8.98
4436.00,9.10
4435.00,9.21
4434.00,9.33
4433.00,9.45
4432.00,9.57
4431.00,9.69
4430.00,9.81
4429.00,9.93
4428.00,10.06
4427.00,10.18
4426.00,10.31
4425.00,10.44
4424.00,10.57
4423.00,10.70
4422.00,10.83
4421.00,10.96
4420.00,11.09
4419.00,11.23
4418.00,11.36
4417.00,11.50
4416.00,11.64
4415.00,11.77
4414.00,11.91
4413.00,12.04
4412.00,12.18
4411.00,12.32
4410.00,12.45
4409.00,12.59
4408.00,12.72
4407.00,12.85
4406.00,12.98
4405.00,13.10
4404.00,13.22
4403.00,13.33
4402.00,13.44
4401.00,13.54
4400.00,13.64
4399.00,13.72
4398.00,13.80
4397.00,13.87
4396.00,13.92
4395.00,13.97
4394.00,14.00
4393.00,14.02
4392.00,14.03
4391.00,14.02
4390.00,14.00
4389.00,13.97
4388.00,13.92
4387.00,13.85
4386.00,13.77
4385.00,13.68
4384.00,13.56
4383.00,13.43
4382.00,13.29
4381.00,13.13
4380.00,12.97
4379.00,12.79
4378.00,12.60
4377.00,12.40
4376.00,12.19
4375.00,11.98
4374.00,11.75
4373.00,11.53
4372.00,11.30
4371.00,11.06
4370.00,10.83
4369.00,10.59
4368.00,10.36
4367.00,10.12
4366.00,9.89
4365.00,9.66
4364.00,9.43
4363.00,9.20
4362.00,8.98
4361.00,8.76
4360.00,8.54
4359.00,8.32
4358.00,8.11
4357.00,7.90
4356.00,7.69
4355.00,7.49
4354.00,7.29
4353.00,7.09
4352.00,6.90
4351.00,6.72
4350.00,6.54
4349.00,6.36
4348.00,6.19
4347.00,6.03
4346.00,5.87
4345.00,5.72
4344.00,5.58
4343.00,5.44
4342.00,5.30
4341.00,5.17
4340.00,5.05
4339.00,4.93
4338.00,4.81
4337.00,4.70
4336.00,4.59
4335.00,4.49
4334.00,4.39
4333.00,4.30
4332.00,4.21
4331.00,4.12
4330.00,4.03
4329.00,3.95
4328.00,3.88
4327.00,3.80
4326.00,3.73
4325.00,3.66
4324.00,3.60
4323.00,3.54
4322.00,3.48
4321.00,3.43
4320.00,3.38
4319.00,3.33
4318.00,3.28
4317.00,3.23
4316.00,3.19
4315.00,3.15
4314.00,3.11
4313.00,3.07
4312.00,3.04
4311.00,3.00
4310.00,2.97
4309.00,2.94
4308.00,2.92
4307.00,2.89
4306.00,2.87
4305.00,2.85
4304.00,2.83
4303.00,2.81
4302.00,2.80
4301.00,2.78
4300.00,2.76
4299.00,2.75
4298.00,2.73
4297.00,2.72
4296.00,2.72
4295.00,2.71
4294.00,2.71
4293.00,2.70
4292.00,2.70
4291.00,2.69
4290.00,2.69
4289.00,2.69
4288.00,2.69
4287.00,2.70
4286.00,2.70
4285.00,2.71
4284.00,2.71
4283.00,2.72
4282.00,2.73
4281.00,2.74
4280.00,2.76
4279.00,2.77
4278.00,2.78
4277.00,2.80
4276.00,2.82
4275.00,2.84
4274.00,2.86
4273.00,2.89
4272.00,2.91
4271.00,2.94
4270.00,2.97
4269.00,3.00
4268.00,3.03
4267.00,3.07
4266.00,3.10
4265.00,3.14
4264.00,3.18
4263.00,3.22
4262.00,3.26
4261.00,3.31
4260.00,3.36
4259.00,3.41
4258.00,3.46
4257.00,3.52
4256.00,3.57
4255.00,3.63
4254.00,3.69
4253.00,3.75
4252.00,3.82
4251.00,3.89
4250.00,3.96
4249.00,4.03
4248.00,4.10
4247.00,4.17
4246.00,4.25
4245.00,4.33
4244.00,4.41
4243.00,4.49
4242.00,4.56
4241.00,4.64
4240.00,4.72
4239.00,4.80
4238.00,4.89
4237.00,4.97
4236.00,5.06
4235.00,5.14
4234.00,5.23
4233.00,5.31
4232.00,5.40
4231.00,5.48
4230.00,5.57
4229.00,5.65
4228.00,5.74
4227.00,5.83
4226.00,5.91
4225.00,6.00
4224.00,6.09
4223.00,6.18
4222.00,6.27
4221.00,6.35
4220.00,6.44
4219.00,6.54
4218.00,6.63
4217.00,6.72
4216.00,6.82
4215.00,6.92
4214.00,7.02
4213.00,7.12
4212.00,7.22
4211.00,7.32
4210.00,7.43
4209.00,7.54
4208.00,7.65
4207.00,7.76
4206.00,7.88
4205.00,7.99
4204.00,8.11
4203.00,8.22
4202.00,8.34
4201.00,8.46
4200.00,8.58
4199.00,8.71
4198.00,8.83
4197.00,8.95
4196.00,9.08
4195.00,9.21
4194.00,9.34
4193.00,9.46
4192.00,9.59
4191.00,9.72
4190.00,9.85
4189.00,9.99
4188.00,10.12
4187.00,10.25
4186.00,10.39
4185.00,10.52
4184.00,10.66
4183.00,10.80
4182.00,10.94
4181.00,11.08
4180.00,11.23
4179.00,11.37
4178.00,11.51
4177.00,11.66
4176.00,11.80
4175.00,11.94
4174.00,12.08
4173.00,12.22
4172.00,12.35
4171.00,12.48
4170.00,12.60
4169.00,12.72
4168.00,12.84
4167.00,12.95
4166.00,13.05
4165.00,13.15
4164.00,13.23
4163.00,13.30
4162.00,13.36
4161.00,13.41
4160.00,13.45
4159.00,13.47
4158.00,13.47
4157.00,13.46
4156.00,13.43
4155.00,13.38
4154.00,13.32
4153.00,13.23
4152.00,13.13
4151.00,13.01
4150.00,12.88
4149.00,12.73
4148.00,12.56
4147.00,12.38
4146.00,12.18
4145.00,11.97
4144.00,11.75
4143.00,11.52
4142.00,11.28
4141.00,11.03
4140.00,10.77
4139.00,10.51
4138.00,10.24
4137.00,9.97
4136.00,9.70
4135.00,9.42
4134.00,9.15
4133.00,8.88
4132.00,8.61
4131.00,8.35
4130.00,8.09
4129.00,7.84
4128.00,7.59
4127.00,7.35
4126.00,7.11
4125.00,6.89
4124.00,6.67
4123.00,6.46
4122.00,6.26
4121.00,6.07
4120.00,5.88
4119.00,5.70
4118.00,5.52
4117.00,5.36
4116.00,5.20
4115.00,5.04
4114.00,4.90
4113.00,4.76
4112.00,4.62
4111.00,4.49
4110.00,4.36
4109.00,4.25
4108.00,4.14
4107.00,4.03
4106.00,3.93
4105.00,3.83
4104.00,3.74
4103.00,3.65
4102.00,3.57
4101.00,3.49
4100.00,3.41
4099.00,3.34
4098.00,3.26
4097.00,3.20
4096.00,3.13
4095.00,3.08
4094.00,3.02
4093.00,2.96
4092.00,2.91
4091.00,2.87
4090.00,2.82
4089.00,2.77
4088.00,2.73
4087.00,2.69
4086.00,2.65
4085.00,2.62
4084.00,2.58
4083.00,2.55
4082.00,2.51
4081.00,2.48
4080.00,2.46
4079.00,2.43
4078.00,2.41
4077.00,2.38
4076.00,2.36
4075.00,2.34
4074.00,2.32
4073.00,2.30
4072.00,2.28
4071.00,2.27
4070.00,2.26
4069.00,2.24
4068.00,2.24
4067.00,2.23
4066.00,2.22
4065.00,2.21
4064.00,2.20
4063.00,2.19
4062.00,2.18
4061.00,2.18
4060.00,2.18
4059.00,2.17
4058.00,2.18
4057.00,2.18
4056.00,2.18
4055.00,2.18
4054.00,2.19
4053.00,2.19
4052.00,2.20
4051.00,2.21
4050.00,2.21
4049.00,2.22
4048.00,2.23
4047.00,2.24
4046.00,2.26
4045.00,2.27
4044.00,2.29
4043.00,2.31
4042.00,2.33
4041.00,2.35
4040.00,2.37
4039.00,2.39
4038.00,2.42
4037.00,2.44
4036.00,2.47
4035.00,2.50
4034.00,2.53
4033.00,2.57
4032.00,2.61
4031.00,2.64
4030.00,2.68
4029.00,2.72
4028.00,2.77
4027.00,2.81
4026.00,2.86
4025.00,2.91
4024.00,2.97
4023.00,3.02
4022.00,3.08
4021.00,3.13
4020.00,3.19
4019.00,3.25
4018.00,3.32
4017.00,3.38
4016.00,3.45
4015.00,3.51
4014.00,3.58
4013.00,3.65
4012.00,3.72
4011.00,3.79
4010.00,3.87
4009.00,3.94
4008.00,4.02
4007.00,4.09
4006.00,4.17
4005.00,4.25
4004.00,4.34
4003.00,4.42
4002.00,4.51
4001.00,4.60
4000.00,4.68
3999.00,4.77
3998.00,4.86
3997.00,4.95
3996.00,5.04
3995.00,5.14
3994.00,5.23
3993.00,5.32
3992.00,5.42
3991.00,5.51
3990.00,5.60
3989.00,5.70
3988.00,5.79
3987.00,5.89
3986.00,5.99
3985.00,6.09
3984.00,6.19
3983.00,6.29
3982.00,6.39
3981.00,6.49
3980.00,6.59
3979.00,6.69
3978.00,6.80
3977.00,6.90
3976.00,7.01
3975.00,7.12
3974.00,7.23
3973.00,7.33
3972.00,7.44
3971.00,7.56
3970.00,7.67
3969.00,7.79
3968.00,7.90
3967.00,8.02
3966.00,8.14
3965.00,8.26
3964.00,8.38
3963.00,8.50
3962.00,8.62
3961.00,8.74
3960.00,8.87
3959.00,8.99
3958.00,9.12
3957.00,9.24
3956.00,9.37
3955.00,9.50
3954.00,9.63
3953.00,9.77
3952.00,9.90
3951.00,10.04
3950.00,10.18
3949.00,10.32
3948.00,10.47
3947.00,10.63
3946.00,10.78
3945.00,10.93
3944.00,11.08
3943.00,11.23
3942.00,11.38
3941.00,11.54
3940.00,11.69
3939.00,11.84
3938.00,11.98
3937.00,12.12
3936.00,12.25
3935.00,12.37
3934.00,12.48
3933.00,12.58
3932.00,12.68
3931.00,12.78
3930.00,12.86
3929.00,12.92
3928.00,12.96
3927.00,12.97
3926.00,12.96
3925.00,12.94
3924.00,12.90
3923.00,12.84
3922.00,12.75
3921.00,12.64
3920.00,12.51
